0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,oJail,xJail,ChosenMove,Player,ChosenTurnNumber,AvailableMoves
2,0,0,0,0,-5,0,-3,0,0,0,5,-5,0,0,0,3,0,5,0,0,0,0,-2,0,0,23,True,6,"[[5, True, 3, 0.1], [7, True, 3, 0.1], [7, True, 6, 0.1], [12, True, 3, 0.1], [12, True, 6, 0.1], [23, True, 3, 0.1], [23, True, 6, 0.1]]"
2,0,0,0,0,-5,0,-3,0,0,0,5,-5,0,0,0,3,-1,5,0,0,0,0,-1,0,0,23,True,3,"[[5, True, 3, 0.1], [7, True, 3, 0.1], [12, True, 3, 0.1], [17, True, 3, 0.1], [23, True, 3, 0.1]]"
2,0,0,0,0,-5,0,-3,0,0,0,5,-5,0,0,0,3,-1,5,0,-1,0,0,0,0,0,11,False,5,"[[0, False, 6, 0.1], [11, False, 5, 0.1], [11, False, 6, 0.5], [16, False, 5, 0.1], [16, False, 6, 0.1], [18, False, 5, 0.1]]"
2,0,0,0,0,-5,0,-3,0,0,0,4,-5,0,0,0,4,-1,5,0,-1,0,0,0,0,0,11,False,6,"[[0, False, 6, 0.1], [11, False, 6, 0.5], [16, False, 6, 0.1]]"
2,0,0,0,0,-5,0,-3,0,0,0,3,-5,0,0,0,4,1,5,0,-1,0,0,0,0,1,-1,True,4,"[[-1, True, 4, 0.0], [-1, True, 4, 0.0], [-1, True, 4, 0.0], [-1, True, 4, 0.0]]"
2,0,0,0,0,-5,0,-3,0,0,0,3,-5,0,0,0,4,1,5,0,-2,0,0,0,0,0,7,True,4,"[[5, True, 4, 0.1], [5, True, 4, 0.1], [5, True, 4, 0.1], [7, True, 4, 0.1], [7, True, 4, 0.1], [7, True, 4, 0.1], [12, True, 4, 0.1], [12, True, 4, 0.1], [12, True, 4, 0.1]]"
2,0,0,-1,0,-5,0,-2,0,0,0,3,-5,0,0,0,4,1,5,0,-2,0,0,0,0,0,7,True,4,"[[5, True, 4, 0.1], [5, True, 4, 0.1], [7, True, 4, 0.1], [7, True, 4, 0.1], [12, True, 4, 0.1], [12, True, 4, 0.1]]"
2,0,0,-2,0,-5,0,-1,0,0,0,3,-5,0,0,0,4,1,5,0,-2,0,0,0,0,0,7,True,4,"[[5, True, 4, 0.1], [7, True, 4, 0.1], [12, True, 4, 0.1]]"
2,0,0,-3,0,-5,0,0,0,0,0,3,-5,0,0,0,4,1,5,0,-2,0,0,0,0,0,18,False,3,"[[0, False, 1, 0.1], [11, False, 3, 0.1], [16, False, 1, 0.1], [16, False, 3, 0.1], [17, False, 1, 0.1], [18, False, 1, 0.1], [18, False, 3, 0.1]]"
2,0,0,-3,0,-5,0,0,0,0,0,3,-5,0,0,0,4,1,4,0,-2,1,0,0,0,0,17,False,1,"[[0, False, 1, 0.1], [16, False, 1, 0.1], [17, False, 1, 0.1], [18, False, 1, 0.1], [21, False, 1, 0.1]]"
2,0,0,-3,0,-5,0,0,0,0,0,3,-5,0,0,0,4,0,5,0,-2,1,0,0,0,0,20,True,5,"[[12, True, 5, 0.1], [12, True, 5, 0.1], [12, True, 5, 0.1], [12, True, 5, 0.1], [20, True, 5, 0.1], [20, True, 5, 0.1], [20, True, 5, 0.1], [20, True, 5, 0.1]]"
2,0,0,-3,0,-5,0,0,0,0,0,3,-5,0,0,-1,4,0,5,0,-1,1,0,0,0,0,20,True,5,"[[12, True, 5, 0.1], [12, True, 5, 0.1], [12, True, 5, 0.1], [15, True, 5, 0.1], [15, True, 5, 0.1], [15, True, 5, 0.1], [20, True, 5, 0.1], [20, True, 5, 0.1], [20, True, 5, 0.1]]"
2,0,0,-3,0,-5,0,0,0,0,0,3,-5,0,0,-2,4,0,5,0,0,1,0,0,0,0,15,True,5,"[[12, True, 5, 0.1], [12, True, 5, 0.1], [15, True, 5, 0.1], [15, True, 5, 0.1]]"
2,0,0,-3,0,-5,0,0,0,0,-1,3,-5,0,0,-1,4,0,5,0,0,1,0,0,0,0,15,True,5,"[[10, True, 5, 0.1], [12, True, 5, 0.1], [15, True, 5, 0.1]]"
2,0,0,-3,0,-5,0,0,0,0,-2,3,-5,0,0,0,4,0,5,0,0,1,0,0,0,0,11,False,5,"[[0, False, 4, 0.1], [11, False, 4, 0.1], [11, False, 5, 0.1], [16, False, 4, 0.1], [16, False, 5, 0.1], [18, False, 4, 0.1], [18, False, 5, 0.1]]"
2,0,0,-3,0,-5,0,0,0,0,-2,2,-5,0,0,0,5,0,5,0,0,1,0,0,0,0,16,False,4,"[[0, False, 4, 0.1], [11, False, 4, 0.1], [16, False, 4, 0.1], [18, False, 4, 0.1]]"
2,0,0,-3,0,-5,0,0,0,0,-2,2,-5,0,0,0,4,0,5,0,1,1,0,0,0,0,12,True,2,"[[3, True, 1, 0.1], [3, True, 2, 0.1], [5, True, 1, 0.1], [5, True, 2, 0.1], [10, True, 1, 0.1], [10, True, 2, 0.1], [12, True, 2, 0.1]]"
2,0,0,-3,0,-5,0,0,0,0,-3,2,-4,0,0,0,4,0,5,0,1,1,0,0,0,0,10,True,1,"[[3, True, 1, 0.1], [5, True, 1, 0.1], [10, True, 1, 0.1]]"
2,0,0,-3,0,-5,0,0,0,-1,-2,2,-4,0,0,0,4,0,5,0,1,1,0,0,0,0,11,False,3,"[[0, False, 6, 0.1], [11, False, 3, 0.1], [11, False, 6, 0.1], [16, False, 3, 0.1], [16, False, 6, 0.1], [18, False, 3, 0.1], [20, False, 3, 0.1]]"
2,0,0,-3,0,-5,0,0,0,-1,-2,1,-4,0,1,0,4,0,5,0,1,1,0,0,0,0,0,False,6,"[[0, False, 6, 0.1], [11, False, 6, 0.1], [14, False, 6, 0.1], [16, False, 6, 0.1]]"
1,0,0,-3,0,-5,1,0,0,-1,-2,1,-4,0,1,0,4,0,5,0,1,1,0,0,0,0,12,True,3,"[[3, True, 2, 0.1], [3, True, 3, 0.5], [5, True, 2, 0.1], [5, True, 3, 0.1], [9, True, 2, 0.1], [9, True, 3, 0.5], [10, True, 2, 0.1], [10, True, 3, 0.1], [12, True, 2, 0.1], [12, True, 3, 0.1]]"
1,0,0,-3,0,-5,1,0,0,-2,-2,1,-3,0,1,0,4,0,5,0,1,1,0,0,0,0,5,True,2,"[[3, True, 2, 0.1], [5, True, 2, 0.1], [9, True, 2, 0.1], [10, True, 2, 0.1], [12, True, 2, 0.1]]"
1,0,0,-4,0,-4,1,0,0,-2,-2,1,-3,0,1,0,4,0,5,0,1,1,0,0,0,0,6,False,2,"[[0, False, 2, 0.1], [0, False, 6, 0.1], [6, False, 2, 0.1], [11, False, 2, 0.1], [11, False, 6, 0.1], [14, False, 2, 0.1], [14, False, 6, 0.1], [16, False, 2, 0.1], [16, False, 6, 0.1], [18, False, 2, 0.1], [20, False, 2, 0.1], [21, False, 2, 0.1]]"
1,0,0,-4,0,-4,0,0,1,-2,-2,1,-3,0,1,0,4,0,5,0,1,1,0,0,0,0,14,False,6,"[[0, False, 6, 0.1], [8, False, 6, 0.1], [11, False, 6, 0.1], [14, False, 6, 0.1], [16, False, 6, 0.1]]"
1,0,0,-4,0,-4,0,0,1,-2,-2,1,-3,0,0,0,4,0,5,0,2,1,0,0,0,0,12,True,6,"[[5, True, 4, 0.1], [9, True, 4, 0.1], [9, True, 6, 0.1], [10, True, 4, 0.1], [10, True, 6, 0.1], [12, True, 4, 0.5], [12, True, 6, 0.1]]"
1,0,0,-4,0,-4,-1,0,1,-2,-2,1,-2,0,0,0,4,0,5,0,2,1,0,0,0,0,12,True,4,"[[5, True, 4, 0.1], [6, True, 4, 0.1], [9, True, 4, 0.1], [10, True, 4, 0.1], [12, True, 4, 0.5]]"
1,0,0,-4,0,-4,-1,0,-1,-2,-2,1,-1,0,0,0,4,0,5,0,2,1,0,0,1,0,-1,False,2,"[[-1, False, 2, 0.0], [-1, False, 2, 0.0], [-1, False, 2, 0.0], [-1, False, 2, 0.0]]"
1,1,0,-4,0,-4,-1,0,-1,-2,-2,1,-1,0,0,0,4,0,5,0,2,1,0,0,0,0,21,False,2,"[[0, False, 2, 0.1], [0, False, 2, 0.1], [0, False, 2, 0.1], [11, False, 2, 0.1], [11, False, 2, 0.1], [11, False, 2, 0.1], [16, False, 2, 0.1], [16, False, 2, 0.1], [16, False, 2, 0.1], [18, False, 2, 0.1], [18, False, 2, 0.1], [18, False, 2, 0.1], [20, False, 2, 0.1], [20, False, 2, 0.1], [20, False, 2, 0.1], [21, False, 2, 0.1], [21, False, 2, 0.1], [21, False, 2, 0.1]]"
1,1,0,-4,0,-4,-1,0,-1,-2,-2,1,-1,0,0,0,4,0,5,0,2,0,0,1,0,0,0,False,2,"[[0, False, 2, 0.1], [0, False, 2, 0.1], [11, False, 2, 0.1], [11, False, 2, 0.1], [16, False, 2, 0.1], [16, False, 2, 0.1], [18, False, 2, 0.1], [18, False, 2, 0.1], [20, False, 2, 0.1], [20, False, 2, 0.1]]"
0,1,1,-4,0,-4,-1,0,-1,-2,-2,1,-1,0,0,0,4,0,5,0,2,0,0,1,0,0,2,False,2,"[[2, False, 2, 0.1], [11, False, 2, 0.1], [16, False, 2, 0.1], [18, False, 2, 0.1], [20, False, 2, 0.1]]"
0,1,0,-4,1,-4,-1,0,-1,-2,-2,1,-1,0,0,0,4,0,5,0,2,0,0,1,0,0,8,True,2,"[[3, True, 2, 0.5], [5, True, 2, 0.1], [5, True, 4, 0.5], [6, True, 2, 0.5], [6, True, 4, 0.1], [8, True, 2, 0.1], [8, True, 4, 0.5], [9, True, 2, 0.1], [9, True, 4, 0.1], [10, True, 2, 0.1], [10, True, 4, 0.1], [12, True, 2, 0.1], [12, True, 4, 0.1]]"
0,1,0,-4,1,-4,-2,0,0,-2,-2,1,-1,0,0,0,4,0,5,0,2,0,0,1,0,0,12,True,4,"[[5, True, 4, 0.5], [6, True, 4, 0.1], [9, True, 4, 0.1], [10, True, 4, 0.1], [12, True, 4, 0.1]]"
0,1,0,-4,1,-4,-2,0,-1,-2,-2,1,0,0,0,0,4,0,5,0,2,0,0,1,0,0,18,False,1,"[[1, False, 1, 0.1], [1, False, 1, 0.1], [1, False, 1, 0.1], [1, False, 1, 0.1], [11, False, 1, 0.1], [11, False, 1, 0.1], [11, False, 1, 0.1], [11, False, 1, 0.1], [16, False, 1, 0.1], [16, False, 1, 0.1], [16, False, 1, 0.1], [16, False, 1, 0.1], [18, False, 1, 0.1], [18, False, 1, 0.1], [18, False, 1, 0.1], [18, False, 1, 0.1], [20, False, 1, 0.1], [20, False, 1, 0.1], [20, False, 1, 0.1], [20, False, 1, 0.1]]"
0,1,0,-4,1,-4,-2,0,-1,-2,-2,1,0,0,0,0,4,0,4,1,2,0,0,1,0,0,16,False,1,"[[1, False, 1, 0.1], [1, False, 1, 0.1], [1, False, 1, 0.1], [11, False, 1, 0.1], [11, False, 1, 0.1], [11, False, 1, 0.1], [16, False, 1, 0.1], [16, False, 1, 0.1], [16, False, 1, 0.1], [18, False, 1, 0.1], [18, False, 1, 0.1], [18, False, 1, 0.1], [19, False, 1, 0.1], [19, False, 1, 0.1], [19, False, 1, 0.1], [20, False, 1, 0.1], [20, False, 1, 0.1], [20, False, 1, 0.1]]"
