0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,oJail,xJail,ChosenMove,Player,ChosenTurnNumber,AvailableMoves
0,1,0,-4,1,-4,-2,0,-1,-2,-2,1,0,0,0,0,3,1,4,1,2,0,0,1,0,0,16,False,1,"[[1, False, 1, 0.1], [1, False, 1, 0.1], [11, False, 1, 0.1], [11, False, 1, 0.1], [16, False, 1, 0.1], [16, False, 1, 0.1], [17, False, 1, 0.1], [17, False, 1, 0.1], [18, False, 1, 0.1], [18, False, 1, 0.1], [19, False, 1, 0.1], [19, False, 1, 0.1], [20, False, 1, 0.1], [20, False, 1, 0.1]]"
0,1,0,-4,1,-4,-2,0,-1,-2,-2,1,0,0,0,0,2,2,4,1,2,0,0,1,0,0,1,False,1,"[[1, False, 1, 0.1], [11, False, 1, 0.1], [16, False, 1, 0.1], [17, False, 1, 0.1], [18, False, 1, 0.1], [19, False, 1, 0.1], [20, False, 1, 0.1]]"
0,0,1,-4,1,-4,-2,0,-1,-2,-2,1,0,0,0,0,2,2,4,1,2,0,0,1,0,0,8,True,3,"[[3, True, 1, 0.5], [3, True, 3, 0.1], [5, True, 1, 0.5], [5, True, 3, 0.5], [6, True, 1, 0.1], [6, True, 3, 0.1], [8, True, 1, 0.1], [8, True, 3, 0.1], [9, True, 1, 0.1], [9, True, 3, 0.1], [10, True, 1, 0.1], [10, True, 3, 0.1]]"
0,0,1,-4,1,-5,-2,0,0,-2,-2,1,0,0,0,0,2,2,4,1,2,0,0,1,0,0,5,True,1,"[[3, True, 1, 0.5], [5, True, 1, 0.5], [6, True, 1, 0.1], [9, True, 1, 0.1], [10, True, 1, 0.1]]"
0,0,1,-4,-1,-4,-2,0,0,-2,-2,1,0,0,0,0,2,2,4,1,2,0,0,1,1,0,-1,False,2,"[[-1, False, 1, 0.0], [-1, False, 2, 0.0]]"
0,1,1,-4,-1,-4,-2,0,0,-2,-2,1,0,0,0,0,2,2,4,1,2,0,0,1,0,0,19,False,1,"[[1, False, 1, 0.1], [11, False, 1, 0.1], [16, False, 1, 0.1], [17, False, 1, 0.1], [18, False, 1, 0.1], [19, False, 1, 0.1], [20, False, 1, 0.1]]"
0,1,1,-4,-1,-4,-2,0,0,-2,-2,1,0,0,0,0,2,2,4,0,3,0,0,1,0,0,4,True,1,"[[3, True, 1, 0.5], [4, True, 1, 0.1], [5, True, 1, 0.1], [5, True, 5, 0.1], [6, True, 1, 0.1], [6, True, 5, 0.5], [9, True, 1, 0.1], [9, True, 5, 0.1], [10, True, 1, 0.1], [10, True, 5, 0.1]]"
0,1,1,-5,0,-4,-2,0,0,-2,-2,1,0,0,0,0,2,2,4,0,3,0,0,1,0,0,10,True,5,"[[5, True, 5, 0.1], [6, True, 5, 0.5], [9, True, 5, 0.1], [10, True, 5, 0.1]]"
0,1,1,-5,0,-5,-2,0,0,-2,-1,1,0,0,0,0,2,2,4,0,3,0,0,1,0,0,16,False,3,"[[1, False, 3, 0.1], [2, False, 5, 0.1], [11, False, 3, 0.1], [11, False, 5, 0.1], [16, False, 3, 0.1], [16, False, 5, 0.1], [17, False, 3, 0.1], [17, False, 5, 0.1], [18, False, 3, 0.1], [18, False, 5, 0.1], [20, False, 3, 0.1]]"
0,1,1,-5,0,-5,-2,0,0,-2,-1,1,0,0,0,0,1,2,4,1,3,0,0,1,0,0,2,False,5,"[[2, False, 5, 0.1], [11, False, 5, 0.1], [16, False, 5, 0.1], [17, False, 5, 0.1], [18, False, 5, 0.1]]"
0,1,0,-5,0,-5,-2,1,0,-2,-1,1,0,0,0,0,1,2,4,1,3,0,0,1,0,0,9,True,2,"[[3, True, 2, 0.5], [5, True, 2, 0.1], [5, True, 5, 0.1], [6, True, 2, 0.1], [6, True, 5, 0.5], [9, True, 2, 0.5], [9, True, 5, 0.1], [10, True, 2, 0.1], [10, True, 5, 0.1]]"
0,1,0,-5,0,-5,-2,-1,0,-1,-1,1,0,0,0,0,1,2,4,1,3,0,0,1,1,0,10,True,5,"[[5, True, 5, 0.1], [6, True, 5, 0.5], [7, True, 5, 0.1], [9, True, 5, 0.1], [10, True, 5, 0.1]]"
0,1,0,-5,0,-6,-2,-1,0,-1,0,1,0,0,0,0,1,2,4,1,3,0,0,1,1,0,-1,False,5,"[[-1, False, 5, 0.0], [-1, False, 5, 0.0], [-1, False, 5, 0.0], [-1, False, 5, 0.0]]"
0,1,0,-5,1,-6,-2,-1,0,-1,0,1,0,0,0,0,1,2,4,1,3,0,0,1,0,0,18,False,5,"[[4, False, 5, 0.5], [4, False, 5, 0.5], [4, False, 5, 0.5], [11, False, 5, 0.1], [11, False, 5, 0.1], [11, False, 5, 0.1], [16, False, 5, 0.1], [16, False, 5, 0.1], [16, False, 5, 0.1], [17, False, 5, 0.1], [17, False, 5, 0.1], [17, False, 5, 0.1], [18, False, 5, 0.1], [18, False, 5, 0.1], [18, False, 5, 0.1]]"
0,1,0,-5,1,-6,-2,-1,0,-1,0,1,0,0,0,0,1,2,3,1,3,0,0,2,0,0,18,False,5,"[[4, False, 5, 0.5], [4, False, 5, 0.5], [11, False, 5, 0.1], [11, False, 5, 0.1], [16, False, 5, 0.1], [16, False, 5, 0.1], [17, False, 5, 0.1], [17, False, 5, 0.1], [18, False, 5, 0.1], [18, False, 5, 0.1]]"
0,1,0,-5,1,-6,-2,-1,0,-1,0,1,0,0,0,0,1,2,2,1,3,0,0,3,0,0,4,False,5,"[[4, False, 5, 0.5], [11, False, 5, 0.1], [16, False, 5, 0.1], [17, False, 5, 0.1], [18, False, 5, 0.1]]"
0,1,0,-5,0,-6,-2,-1,0,1,0,1,0,0,0,0,1,2,2,1,3,0,0,3,0,1,9,False,5,"[[9, False, 4, 0.1], [9, False, 5, 0.1], [11, False, 4, 0.1], [11, False, 5, 0.1], [16, False, 4, 0.1], [16, False, 5, 0.1], [17, False, 4, 0.1], [17, False, 5, 0.1], [18, False, 4, 0.1], [18, False, 5, 0.1], [19, False, 4, 0.1]]"
0,1,0,-5,0,-6,-2,-1,0,0,0,1,0,0,1,0,1,2,2,1,3,0,0,3,0,1,11,False,4,"[[11, False, 4, 0.1], [14, False, 4, 0.1], [16, False, 4, 0.1], [17, False, 4, 0.1], [18, False, 4, 0.1], [19, False, 4, 0.1]]"
0,1,0,-5,0,-6,-2,-1,0,0,0,0,0,0,1,1,1,2,2,1,3,0,0,3,0,1,17,False,6,"[[1, False, 1, 0.1], [1, False, 6, 0.5], [14, False, 1, 0.1], [14, False, 6, 0.1], [15, False, 1, 0.1], [15, False, 6, 0.1], [16, False, 1, 0.1], [16, False, 6, 0.1], [17, False, 1, 0.1], [17, False, 6, 0.1], [18, False, 1, 0.1], [19, False, 1, 0.1], [20, False, 1, 0.1]]"
0,1,0,-5,0,-6,-2,-1,0,0,0,0,0,0,1,1,1,1,2,1,3,0,0,4,0,1,17,False,1,"[[1, False, 1, 0.1], [14, False, 1, 0.1], [15, False, 1, 0.1], [16, False, 1, 0.1], [17, False, 1, 0.1], [18, False, 1, 0.1], [19, False, 1, 0.1], [20, False, 1, 0.1]]"
0,1,0,-5,0,-6,-2,-1,0,0,0,0,0,0,1,1,1,0,3,1,3,0,0,4,0,1,-1,True,3,"[[-1, True, 2, 0.0], [-1, True, 3, 0.0]]"
0,1,0,-5,0,-6,-2,-1,0,0,0,0,0,0,1,1,1,0,3,1,3,-1,0,4,0,0,21,True,2,"[[3, True, 2, 0.5], [5, True, 2, 0.1], [6, True, 2, 0.1], [7, True, 2, 0.1], [21, True, 2, 0.5]]"
0,1,0,-5,0,-6,-2,-1,0,0,0,0,0,0,1,1,1,0,3,-1,3,0,0,4,1,0,-1,False,1,"[[-1, False, 1, 0.0]]"
1,1,0,-5,0,-6,-2,-1,0,0,0,0,0,0,1,1,1,0,3,-1,3,0,0,4,0,0,1,False,6,"[[1, False, 6, 0.5], [14, False, 6, 0.1], [15, False, 6, 0.1], [16, False, 6, 0.1]]"
1,0,0,-5,0,-6,-2,1,0,0,0,0,0,0,1,1,1,0,3,-1,3,0,0,4,0,1,-1,True,2,"[[-1, True, 2, 0.0]]"
1,0,0,-5,0,-6,-2,1,0,0,0,0,0,0,1,1,1,0,3,-1,3,0,-1,4,0,0,22,True,6,"[[6, True, 6, 0.5], [19, True, 6, 0.1], [22, True, 6, 0.5]]"
1,0,0,-5,0,-6,-2,1,0,0,0,0,0,0,1,1,-1,0,3,-1,3,0,0,4,1,0,-1,False,5,"[[-1, False, 5, 0.0], [-1, False, 5, 0.0], [-1, False, 5, 0.0], [-1, False, 5, 0.0]]"
1,0,0,-5,1,-6,-2,1,0,0,0,0,0,0,1,1,-1,0,3,-1,3,0,0,4,0,0,7,False,5,"[[4, False, 5, 0.1], [4, False, 5, 0.1], [4, False, 5, 0.1], [7, False, 5, 0.1], [7, False, 5, 0.1], [7, False, 5, 0.1], [14, False, 5, 0.5], [14, False, 5, 0.5], [14, False, 5, 0.5], [15, False, 5, 0.1], [15, False, 5, 0.1], [15, False, 5, 0.1], [18, False, 5, 0.1], [18, False, 5, 0.1], [18, False, 5, 0.1]]"
1,0,0,-5,1,-6,-2,0,0,0,0,0,1,0,1,1,-1,0,3,-1,3,0,0,4,0,0,14,False,5,"[[4, False, 5, 0.1], [4, False, 5, 0.1], [12, False, 5, 0.1], [12, False, 5, 0.1], [14, False, 5, 0.5], [14, False, 5, 0.5], [15, False, 5, 0.1], [15, False, 5, 0.1], [18, False, 5, 0.1], [18, False, 5, 0.1]]"
1,0,0,-5,1,-6,-2,0,0,0,0,0,1,0,0,1,-1,0,3,1,3,0,0,4,0,1,15,False,5,"[[4, False, 5, 0.1], [12, False, 5, 0.1], [15, False, 5, 0.1], [18, False, 5, 0.1]]"
1,0,0,-5,1,-6,-2,0,0,0,0,0,1,0,0,0,-1,0,3,1,4,0,0,4,0,1,-1,True,5,"[[-1, True, 5, 0.5]]"
1,0,0,-5,1,-6,-2,0,0,0,0,0,1,0,0,0,-1,0,3,-1,4,0,0,4,1,0,19,True,4,"[[5, True, 4, 0.1], [6, True, 4, 0.1], [16, True, 4, 0.5], [19, True, 4, 0.1]]"
1,0,0,-5,1,-6,-2,0,0,0,0,0,1,0,0,-1,-1,0,3,0,4,0,0,4,1,0,-1,False,3,"[[-1, False, 3, 0.0]]"
1,0,1,-5,1,-6,-2,0,0,0,0,0,1,0,0,-1,-1,0,3,0,4,0,0,4,0,0,2,False,6,"[[2, False, 6, 0.1], [4, False, 6, 0.1], [12, False, 6, 0.1]]"
1,0,0,-5,1,-6,-2,0,1,0,0,0,1,0,0,-1,-1,0,3,0,4,0,0,4,0,0,16,True,5,"[[3, True, 3, 0.5], [5, True, 3, 0.1], [5, True, 5, 0.5], [6, True, 3, 0.1], [6, True, 5, 0.1], [15, True, 3, 0.5], [15, True, 5, 0.1], [16, True, 3, 0.1], [16, True, 5, 0.1]]"
1,0,0,-5,1,-6,-2,0,1,0,0,-1,1,0,0,-1,0,0,3,0,4,0,0,4,0,0,15,True,3,"[[3, True, 3, 0.5], [5, True, 3, 0.1], [6, True, 3, 0.1], [11, True, 3, 0.5], [15, True, 3, 0.5]]"
1,0,0,-5,1,-6,-2,0,1,0,0,-1,-1,0,0,0,0,0,3,0,4,0,0,4,1,0,-1,False,5,"[[-1, False, 2, 0.0], [-1, False, 5, 0.0]]"
1,0,0,-5,2,-6,-2,0,1,0,0,-1,-1,0,0,0,0,0,3,0,4,0,0,4,0,0,20,False,2,"[[0, False, 2, 0.1], [8, False, 2, 0.1], [18, False, 2, 0.1], [20, False, 2, 0.1]]"
1,0,0,-5,2,-6,-2,0,1,0,0,-1,-1,0,0,0,0,0,3,0,3,0,1,4,0,0,12,True,5,"[[3, True, 1, 0.1], [5, True, 5, 0.5], [6, True, 1, 0.1], [6, True, 5, 0.1], [11, True, 1, 0.1], [11, True, 5, 0.1], [12, True, 1, 0.1], [12, True, 5, 0.1]]"
1,0,0,-5,2,-6,-2,-1,1,0,0,-1,0,0,0,0,0,0,3,0,3,0,1,4,0,0,7,True,1,"[[3, True, 1, 0.1], [6, True, 1, 0.1], [7, True, 1, 0.1], [11, True, 1, 0.1]]"
1,0,0,-5,2,-6,-3,0,1,0,0,-1,0,0,0,0,0,0,3,0,3,0,1,4,0,0,4,False,4,"[[0, False, 4, 0.1], [4, False, 4, 0.1], [4, False, 5, 0.1], [8, False, 4, 0.1], [8, False, 5, 0.1], [18, False, 4, 0.1], [18, False, 5, 0.1]]"
1,0,0,-5,1,-6,-3,0,2,0,0,-1,0,0,0,0,0,0,3,0,3,0,1,4,0,0,8,False,5,"[[4, False, 5, 0.1], [8, False, 5, 0.1], [18, False, 5, 0.1]]"
1,0,0,-5,1,-6,-3,0,1,0,0,-1,0,1,0,0,0,0,3,0,3,0,1,4,0,0,11,True,3,"[[3, True, 1, 0.1], [3, True, 3, 0.5], [5, True, 1, 0.5], [5, True, 3, 0.1], [6, True, 1, 0.1], [6, True, 3, 0.1], [11, True, 1, 0.1], [11, True, 3, 0.5]]"
1,0,0,-5,1,-6,-3,0,-1,0,0,0,0,1,0,0,0,0,3,0,3,0,1,4,1,0,8,True,1,"[[3, True, 1, 0.1], [5, True, 1, 0.5], [6, True, 1, 0.1], [8, True, 1, 0.1]]"
1,0,0,-5,1,-6,-3,-1,0,0,0,0,0,1,0,0,0,0,3,0,3,0,1,4,1,0,-1,False,3,"[[-1, False, 3, 0.0]]"
1,0,1,-5,1,-6,-3,-1,0,0,0,0,0,1,0,0,0,0,3,0,3,0,1,4,0,0,4,False,4,"[[0, False, 4, 0.1], [4, False, 4, 0.1], [13, False, 4, 0.1], [18, False, 4, 0.1]]"
1,0,1,-5,0,-6,-3,-1,1,0,0,0,0,1,0,0,0,0,3,0,3,0,1,4,0,0,7,True,1,"[[3, True, 1, 0.5], [5, True, 1, 0.1], [5, True, 5, 0.5], [6, True, 1, 0.1], [6, True, 5, 0.1], [7, True, 1, 0.1], [7, True, 5, 0.5]]"
1,0,1,-5,0,-6,-4,0,1,0,0,0,0,1,0,0,0,0,3,0,3,0,1,4,0,0,6,True,5,"[[5, True, 5, 0.5], [6, True, 5, 0.1]]"
1,-1,1,-5,0,-6,-3,0,1,0,0,0,0,1,0,0,0,0,3,0,3,0,1,4,0,0,8,False,6,"[[2, False, 6, 0.1], [2, False, 6, 0.1], [2, False, 6, 0.1], [2, False, 6, 0.1], [8, False, 6, 0.1], [8, False, 6, 0.1], [8, False, 6, 0.1], [8, False, 6, 0.1], [13, False, 6, 0.1], [13, False, 6, 0.1], [13, False, 6, 0.1], [13, False, 6, 0.1]]"
1,-1,1,-5,0,-6,-3,0,0,0,0,0,0,1,1,0,0,0,3,0,3,0,1,4,0,0,14,False,6,"[[2, False, 6, 0.1], [2, False, 6, 0.1], [2, False, 6, 0.1], [13, False, 6, 0.1], [13, False, 6, 0.1], [13, False, 6, 0.1], [14, False, 6, 0.1], [14, False, 6, 0.1], [14, False, 6, 0.1]]"
1,-1,1,-5,0,-6,-3,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,1,4,0,0,23,False,6,"[[2, False, 6, 0.1], [2, False, 6, 0.1], [13, False, 6, 0.1], [13, False, 6, 0.1], [18, False, 6, 1.0], [18, False, 6, 1.0], [20, False, 6, 1.0], [20, False, 6, 1.0], [22, False, 6, 1.0], [22, False, 6, 1.0], [23, False, 6, 1.0], [23, False, 6, 1.0]]"
1,-1,1,-5,0,-6,-3,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,1,3,0,0,2,False,6,"[[2, False, 6, 0.1], [13, False, 6, 0.1], [18, False, 6, 1.0], [20, False, 6, 1.0], [22, False, 6, 1.0], [23, False, 6, 1.0]]"
1,-1,0,-5,0,-6,-3,0,1,0,0,0,0,1,0,0,0,0,3,0,4,0,1,3,0,0,6,True,4,"[[5, True, 4, 0.1], [5, True, 5, 0.5], [6, True, 4, 0.1], [6, True, 5, 0.1]]"
1,-1,-1,-5,0,-6,-2,0,1,0,0,0,0,1,0,0,0,0,3,0,4,0,1,3,0,0,6,True,5,"[[1, True, 5, 1.0], [2, True, 5, 1.0], [3, True, 5, 1.0], [5, True, 5, 0.5], [6, True, 5, 0.1]]"
